shade_code,color_name,hex_code,L,a,b,lab_source
PANTONE 5665U,,#BCC8BD,79.43,-6.15,4.08,hex
PANTONE 566C,,#CDE3E2,88.64,-7.45,-2.00,hex
PANTONE 566U,,#B4E1D6,86.21,-16.75,0.57,hex
PANTONE 567C,,#18453B,26.06,-18.27,1.45,hex
PANTONE 567U,,#4A635D,39.86,-10.72,0.37,hex
PANTONE 568C,,#006C5B,40.38,-30.95,2.04,hex
PANTONE 568U,,#458075,49.48,-22.12,-0.02,hex
PANTONE 569C,,#008478,49.32,-33.26,-2.19,hex
PANTONE 569U,,#2C8F82,53.80,-31.35,-1.35,hex
PANTONE 570C,,#76C6BE,74.80,-26.43,-3.71,hex
PANTONE 570U,,#62C2B1,72.46,-32.53,-0.16,hex
PANTONE 571C,,#9DD6CF,81.71,-19.67,-2.46,hex
PANTONE 571U,,#85D8C8,80.89,-28.93,-0.07,hex
PANTONE 572C,,#B4DEDB,85.53,-14.21,-3.06,hex
PANTONE 572U,,#95DECF,83.51,-25.92,0.13,hex
PANTONE 573C,,#C1E2DE,87.49,-11.57,-1.68,hex
PANTONE 573U,,#BBE9DE,88.98,-16.96,0.46,hex
PANTONE 5743C,,#3E4723,28.52,-10.42,20.36,hex
PANTONE 5743U,,#636A51,43.59,-7.52,13.17,hex
PANTONE 5747C,,#404616,28.19,-10.27,27.29,hex
PANTONE 5747U,,#70744E,47.61,-8.21,20.54,hex
PANTONE 574C,,#404F24,31.37,-14.01,23.29,hex
PANTONE 574U,,#6A7355,46.95,-9.09,15.51,hex
PANTONE 5753C,,#5E6639,41.50,-10.96,24.37,hex
PANTONE 5753U,,#747C61,50.68,-8.10,13.78,hex
PANTONE 5757C,,#6F732D,46.75,-11.81,37.32,hex
PANTONE 5757U,,#81855C,54.25,-8.57,21.67,hex
PANTONE 575C,,#56732E,44.85,-22.68,34.17,hex
PANTONE 575U,,#6F8456,52.46,-16.23,22.41,hex
PANTONE 5763C,,#6E7649,47.95,-10.88,23.81,hex
PANTONE 5763U,,#7E876D,54.94,-8.22,12.90,hex
PANTONE 5767C,,#8D9150,58.50,-11.56,33.88,hex
PANTONE 5767U,,#94986C,61.51,-8.91,22.74,hex
PANTONE 576C,,#668E3C,54.55,-28.20,38.66,hex
PANTONE 576U,,#7A9B62,60.30,-22.13,26.26,hex
PANTONE 5773C,,#939871,61.53,-8.59,19.98,hex
PANTONE 5773U,,#9AA184,64.98,-7.74,14.29,hex
PANTONE 5777C,,#A7AB74,68.46,-10.34,27.91,hex
PANTONE 5777U,,#A6A97B,67.96,-8.73,23.46,hex
PANTONE 577C,,#B2C891,77.77,-17.01,25.12,hex
PANTONE 577U,,#93B479,69.63,-21.97,26.53,hex
PANTONE 5783C,,#ADB291,71.40,-7.52,16.31,hex
PANTONE 5783U,,#B5BB9F,74.74,-7.04,13.49,hex
PANTONE 5787C,,#C1C49A,77.96,-8.05,20.80,hex
PANTONE 5787U,,#BABE8F,75.61,-9.18,23.34,hex
PANTONE 578C,,#BDD0A0,81.00,-14.78,21.76,hex
PANTONE 578U,,#A7C58E,76.13,-19.99,24.36,hex
PANTONE 5793C,,#BDC2A9,77.44,-6.15,12.00,hex
PANTONE 5793U,,#C5CAAF,80.30,-6.43,12.91,hex
PANTONE 5797C,,#CED1B3,82.90,-6.16,14.56,hex
PANTONE 5797U,,#C7CA9C,80.06,-8.61,22.69,hex
PANTONE 579C,,#C5D5A9,83.09,-13.02,19.99,hex
PANTONE 579U,,#BAD29E,81.29,-17.17,23.18,hex
PANTONE 5803C,,#CED2BF,83.43,-4.72,8.95,hex
PANTONE 5803U,,#CFD3B8,83.61,-6.03,12.92,hex
PANTONE 5807C,,#D9DCC5,86.98,-4.99,10.96,hex
PANTONE 5807U,,#D1D3A9,83.45,-7.62,20.63,hex
PANTONE 580C,,#CFDDBB,86.29,-10.66,15.13,hex
PANTONE 580U,,#C9DCAC,85.29,-14.65,21.52,hex
PANTONE 5815C,,#4B4516,28.93,-4.15,28.40,hex
PANTONE 5815U,,#736F4C,46.36,-4.36,20.09,hex
PANTONE 581C,,#605A12,37.56,-6.48,39.40,hex
PANTONE 581U,,#78754A,48.52,-5.87,24.16,hex
PANTONE 5825C,,#7D762F,48.91,-6.92,39.09,hex
PANTONE 5825U,,#8B865D,55.41,-4.82,22.80,hex
PANTONE 582C,,#888600,54.33,-12.44,58.79,hex
PANTONE 582U,,#919145,58.70,-10.94,39.84,hex
PANTONE 5835C,,#9D9754,61.60,-7.56,35.91,hex
PANTONE 5835U,,#938F66,58.80,-5.26,22.41,hex
PANTONE 583C,,#ABB400,70.39,-20.52,71.89,hex
PANTONE 583U,,#A6B340,69.98,-19.98,55.14,hex
PANTONE 5845C,,#ADA86B,67.99,-7.45,32.17,hex
PANTONE 5845U,,#A7A375,66.29,-5.96,24.48,hex
PANTONE 584C,,#CBD34C,81.73,-19.72,63.44,hex
PANTONE 584U,,#CED665,83.00,-18.16,54.08,hex
PANTONE 5855C,,#C7C397,78.11,-5.69,22.68,hex
PANTONE 5855U,,#BDB889,74.13,-5.72,24.58,hex
PANTONE 585C,,#D8DB6F,85.21,-15.77,52.23,hex
PANTONE 585U,,#E3E685,89.21,-14.79,46.78,hex
PANTONE 5865C,,#D3CFAC,82.62,-4.38,17.93,hex
PANTONE 5865U,,#CCC895,79.79,-6.65,26.09,hex
PANTONE 586C,,#DDE18A,87.51,-14.11,42.09,hex
PANTONE 586U,,#E7E988,90.34,-14.41,46.80,hex
PANTONE 5875C,,#D9D7B9,85.43,-4.34,15.08,hex
PANTONE 5875U,,#D7D3A1,83.76,-6.52,25.33,hex
PANTONE 587C,,#E2E59F,89.26,-11.74,33.89,hex
PANTONE 587U,,#EAEC97,91.56,-13.13,41.03,hex
PANTONE 600C,,#EEEBB6,92.12,-7.28,26.16,hex
PANTONE 600U,,#F9F29D,94.35,-9.71,41.88,hex
PANTONE 601C,,#EEEAA5,91.57,-8.97,34.08,hex
PANTONE 601U,,#F7EF8F,93.23,-10.46,47.28,hex
PANTONE 602C,,#EEE88D,90.70,-10.68,44.92,hex
PANTONE 602U,,#F7EE83,92.82,-11.11,52.53,hex
PANTONE 603C,,#EDE25E,88.55,-12.06,64.08,hex
PANTONE 603U,,#F3E564,89.87,-10.71,63.10,hex
PANTONE 604C,,#EADB1B,86.12,-12.56,82.72,hex
PANTONE 604U,,#EDDC4D,86.86,-10.07,69.19,hex
PANTONE 605C,,#E0CA00,80.79,-8.61,81.47,hex
PANTONE 605U,,#E0CC39,81.47,-8.41,70.79,hex
PANTONE 606C,,#D8BD00,76.68,-5.44,78.20,hex
PANTONE 606U,,#CEB829,74.55,-6.47,68.96,hex
PANTONE 607C,,#EBE9C3,91.63,-5.51,18.76,hex
PANTONE 607U,,#F3EAA1,91.90,-7.56,36.61,hex
PANTONE 608C,,#E9E6B4,90.42,-6.87,24.80,hex
PANTONE 608U,,#F0E691,90.40,-8.49,42.60,hex
PANTONE 609C,,#E7E29A,88.79,-8.94,35.87,hex
PANTONE 609U,,#EBE081,88.24,-9.05,47.65,hex
PANTONE 610C,,#E2D973,85.52,-10.41,50.90,hex
PANTONE 610U,,#E0D268,83.41,-8.62,53.55,hex
PANTONE 611C,,#D8CC46,80.87,-11.17,65.24,hex
PANTONE 611U,,#C8B94E,74.53,-7.72,54.80,hex
PANTONE 612C,,#C4B300,72.21,-9.04,74.17,hex
PANTONE 612U,,#B7A73F,68.07,-6.58,53.98,hex
PANTONE 613C,,#B39D00,64.72,-5.07,68.09,hex
PANTONE 613U,,#A29438,60.91,-6.09,48.89,hex
PANTONE 614C,,#E3E1C1,88.94,-4.63,15.93,hex
PANTONE 614U,,#E1D9A1,86.11,-5.81,28.64,hex
PANTONE 615C,,#DDDBB1,86.61,-6.13,20.96,hex
PANTONE 615U,,#D8D096,82.87,-6.04,29.86,hex
PANTONE 616C,,#D7D29D,83.43,-6.54,26.96,hex
PANTONE 616U,,#CDC588,78.86,-6.38,31.66,hex
PANTONE 617C,,#C9C37F,77.86,-7.98,34.95,hex
PANTONE 617U,,#BBB275,72.02,-5.88,32.35,hex
PANTONE 618C,,#B4A851,68.24,-7.10,45.84,hex
PANTONE 618U,,#A69D62,64.24,-5.50,32.02,hex
PANTONE 619C,,#9C8E2A,58.59,-6.33,52.21,hex
PANTONE 619U,,#968D54,58.20,-5.12,31.54,hex
PANTONE 620C,,#887811,50.34,-4.41,52.36,hex
PANTONE 620U,,#877F49,52.74,-5.06,30.35,hex
PANTONE 621C,,#D2DFDC,87.80,-4.90,-0.04,hex
PANTONE 621U,,#CADFD4,87.04,-9.04,3.01,hex
PANTONE 622C,,#BDD2CC,82.52,-8.19,0.57,hex
PANTONE 622U,,#B3CBC1,79.70,-10.02,2.25,hex
PANTONE 623C,Green,#9EBCB3,72.62,-12.93,2.58,std
PANTONE 623U,,#96B5AB,71.19,-12.57,1.58,hex
PANTONE 624C,,#78A095,62.76,-16.01,1.30,hex
PANTONE 624U,,#82A198,63.76,-12.61,1.14,hex
PANTONE 625C,,#518274,50.66,-19.98,2.35,hex
PANTONE 625U,,#6C8A82,55.05,-12.35,0.80,hex
PANTONE 626C,,#1F5647,32.70,-22.21,3.38,hex
PANTONE 626U,,#59756F,46.97,-11.50,-0.01,hex
PANTONE 627C,,#032D23,15.58,-17.18,2.46,hex
PANTONE 627U,,#455D58,37.48,-10.21,-0.07,hex
PANTONE 628C,,#C8E2E8,88.21,-7.35,-5.83,hex
PANTONE 628U,,#B4E0E6,86.37,-12.90,-7.63,hex
PANTONE 629C,,#AADAE5,84.14,-13.02,-10.47,hex
PANTONE 629U,,#8DD0DE,79.64,-17.64,-13.64,hex
PANTONE 630C,,#82CBDD,77.68,-18.17,-16.09,hex
PANTONE 630U,,#74C4D7,74.89,-19.56,-17.13,hex
PANTONE 631C,,#48B8D2,69.69,-23.55,-22.44,hex
PANTONE 631U,,#56B2CB,68.11,-20.13,-20.96,hex
PANTONE 632C,,#009EC0,60.12,-22.33,-27.23,hex
PANTONE 632U,,#3998B5,58.66,-18.32,-23.21,hex
PANTONE 633C,,#007CA4,48.38,-14.03,-29.42,hex
PANTONE 633U,,#27829E,50.53,-16.62,-22.55,hex
PANTONE 634C,,#00628C,38.95,-8.10,-29.94,hex
PANTONE 634U,,#226E8A,43.25,-13.05,-21.99,hex
PANTONE 635C,,#ADDDEB,85.30,-12.33,-11.91,hex
PANTONE 635U,,#ACE3EF,86.97,-14.77,-11.53,hex
PANTONE 636C,,#8DD4E9,81.09,-16.93,-17.34,hex
PANTONE 636U,,#8AD8ED,82.18,-18.70,-17.84,hex
PANTONE 637C,,#5BC8E7,75.64,-22.22,-24.72,hex
PANTONE 637U,,#5EC8E5,75.66,-22.26,-23.60,hex
PANTONE 638C,,#00B2DE,67.36,-22.32,-32.69,hex
PANTONE 638U,,#32B8DF,69.67,-22.27,-29.62,hex
PANTONE 639C,,#009ACF,59.54,-14.86,-36.55,hex
PANTONE 639U,,#009ECC,60.61,-18.11,-33.19,hex
PANTONE 640C,,#0085C2,52.58,-7.84,-40.12,hex
PANTONE 640U,,#008ABA,53.73,-13.70,-33.76,hex
PANTONE 641C,,#0070B2,45.36,-1.52,-42.34,hex
PANTONE 641U,,#0078A7,47.26,-10.60,-32.91,hex
PANTONE 642C,,#CED9E7,86.26,-0.98,-8.13,hex
PANTONE 642U,,#D3E0EA,88.50,-2.41,-6.37,hex
PANTONE 643C,,#C5D2E3,83.71,-1.02,-9.87,hex
PANTONE 643U,,#BFD2E4,83.32,-2.72,-11.03,hex
PANTONE 644C,,#97B1D0,71.27,-1.87,-18.61,hex
PANTONE 644U,,#9DB9D5,73.98,-3.22,-17.21,hex
PANTONE 645C,,#7498C0,61.63,-2.16,-24.63,hex
PANTONE 645U,,#84A3C4,65.81,-2.74,-20.38,hex
PANTONE 646C,,#5781AE,52.71,-1.68,-28.30,hex
PANTONE 646U,,#6E8DB0,57.56,-1.96,-21.86,hex
PANTONE 647C,,#11568C,35.34,0.47,-35.64,hex
PANTONE 647U,,#5F7A9D,50.44,-0.49,-21.91,hex
PANTONE 648C,,#002B5F,18.16,9.51,-34.71,hex
PANTONE 648U,,#4E6282,41.16,1.18,-20.24,hex
PANTONE 649C,,#D4DCE8,87.49,-0.41,-6.79,hex
PANTONE 649U,,#E1E7EE,91.38,-0.71,-4.09,hex
PANTONE 650C,,#C2CDE0,82.12,0.04,-10.67,hex
PANTONE 650U,,#D7E0EB,88.81,-0.93,-6.40,hex
PANTONE 651C,,#99AECE,70.52,-0.11,-18.63,hex
PANTONE 651U,,#AFC3DC,78.06,-1.50,-14.73,hex
PANTONE 652C,,#6F8DB9,57.97,0.81,-26.34,hex
PANTONE 652U,,#89A2C4,65.86,-0.72,-20.28,hex
PANTONE 653C,,#2A568F,36.23,4.75,-35.99,hex
PANTONE 653U,,#6780A4,52.95,0.25,-22.07,hex
PANTONE 654C,,#003066,20.33,9.01,-35.79,hex
PANTONE 654U,,#55688B,43.79,2.21,-21.56,hex
PANTONE 655C,,#002252,14.13,10.29,-32.54,hex
PANTONE 655U,,#4E5D7F,39.55,3.39,-20.91,hex
PANTONE 656C,,#D4DDED,87.88,0.05,-8.84,hex
PANTONE 656U,,#E2EAF2,92.32,-1.17,-4.79,hex
PANTONE 657C,,#BFD0EA,82.98,-0.39,-14.73,hex
PANTONE 657U,,#D6E2F2,89.44,-0.91,-9.15,hex
PANTONE 658C,,#A1BBE4,75.28,0.46,-23.35,hex
PANTONE 658U,,#B8CFEE,82.37,-1.12,-17.82,hex
PANTONE 659C,,#6E96D5,61.59,3.47,-36.47,hex
PANTONE 659U,,#96B6E5,73.28,0.32,-27.01,hex
PANTONE 660C,,#296DC1,45.98,8.93,-50.00,hex
PANTONE 660U,,#658BCC,57.65,5.02,-37.64,hex
PANTONE 661C,,#003596,26.00,26.28,-56.86,hex
PANTONE 661U,,#4967AA,44.26,9.57,-39.28,hex
PANTONE 662C,,#002280,18.81,30.40,-54.99,hex
PANTONE 662U,,#425390,36.66,11.94,-35.84,hex
PANTONE 663C,,#DED8E6,87.17,4.59,-6.13,hex
PANTONE 663U,,#E2D9E3,87.65,4.85,-3.80,hex
PANTONE 664C,,#D7D0E0,84.45,5.33,-7.03,hex
PANTONE 664U,,#DACFDD,84.36,6.31,-5.55,hex
PANTONE 665C,,#C5BBD3,77.35,8.01,-10.76,hex
PANTONE 665U,,#C5B8CE,76.44,8.66,-9.41,hex
PANTONE 666C,,#A392B7,63.15,13.54,-16.94,hex
PANTONE 666U,,#AEA1BC,68.11,9.88,-12.17,hex
PANTONE 667C,,#7C6495,46.40,19.70,-23.22,hex
PANTONE 667U,,#9083A1,56.82,10.92,-14.16,hex
PANTONE 668C,,#624A7E,35.99,21.43,-25.70,hex
PANTONE 668U,,#817391,50.66,11.54,-14.31,hex
PANTONE 669C,,#432C5F,23.07,22.38,-26.58,hex
PANTONE 669U,,#71637F,44.19,11.39,-13.55,hex
PANTONE 670C,,#EAD4E4,87.09,10.35,-5.09,hex
PANTONE 670U,,#F3D6E5,88.36,12.54,-3.66,hex
PANTONE 671C,,#E6C1DB,81.88,17.46,-8.03,hex
PANTONE 671U,,#EFC3DD,83.23,19.82,-7.01,hex
PANTONE 672C,,#E1A7CF,74.92,27.60,-11.95,hex
PANTONE 672U,,#E8A7CD,75.58,29.65,-9.80,hex
PANTONE 673C,,#DA89BE,66.91,38.43,-14.64,hex
PANTONE 673U,,#DF8CBA,68.01,37.89,-10.69,hex
PANTONE 674C,,#CE62A4,56.62,50.47,-15.51,hex
PANTONE 674U,,#CD72A1,59.52,41.64,-9.43,hex
PANTONE 675C,,#B62A79,42.74,60.95,-11.17,hex
PANTONE 675U,,#BD618E,53.30,42.26,-7.87,hex
PANTONE 676C,,#A30059,35.02,61.28,-2.87,hex
PANTONE 676U,,#A85079,46.24,40.90,-6.16,hex
PANTONE 677C,,#E5D1DF,85.80,9.34,-4.38,hex
PANTONE 677U,,#EDD2E0,86.74,11.72,-3.45,hex
PANTONE 678C,,#E2C9DA,83.45,11.66,-5.22,hex
PANTONE 678U,,#E5C0D4,81.35,16.43,-5.06,hex
PANTONE 679C,,#DEBDD4,80.00,15.62,-7.13,hex
PANTONE 679U,,#DAACC6,75.13,20.94,-6.79,hex
PANTONE 680C,,#CB97B7,68.20,24.55,-8.96,hex
PANTONE 680U,,#C08BA9,63.78,24.87,-7.80,hex
PANTONE 681C,,#B8749E,57.22,32.89,-11.41,hex
PANTONE 681U,,#A5708D,53.51,25.48,-7.30,hex
PANTONE 682C,,#9C4878,42.85,40.80,-10.80,hex
PANTONE 682U,,#905D78,45.79,25.01,-6.57,hex
PANTONE 683C,,#7C2250,29.44,42.79,-6.13,hex
PANTONE 683U,,#805268,40.61,22.64,-4.71,hex
PANTONE 684C,,#E5CAD9,83.92,11.98,-3.96,hex
PANTONE 684U,,#ECCBD9,84.77,13.87,-2.64,hex
PANTONE 685C,,#E1BCD0,79.91,16.49,-5.07,hex
PANTONE 685U,,#E4BDD0,80.43,17.00,-4.28,hex
PANTONE 686C,,#DBAEC6,75.71,20.21,-5.93,hex
PANTONE 686U,,#D5A6BE,72.98,21.08,-5.63,hex
PANTONE 687C,,#C686A9,63.28,29.75,-8.48,hex
PANTONE 687U,,#BD8CA6,63.61,22.73,-6.39,hex
PANTONE 688C,,#B46B93,54.37,34.61,-9.33,hex
PANTONE 688U,,#A2738C,53.85,22.50,-6.23,hex
PANTONE 689C,,#95416F,40.11,40.70,-9.49,hex
PANTONE 689U,,#8E6178,46.52,21.94,-5.51,hex
PANTONE 690C,,#6D2348,26.51,36.59,-5.48,hex
PANTONE 690U,,#7C5060,39.36,20.93,-1.66,hex
PANTONE 691C,,#E7CDD2,84.64,9.90,0.85,hex
PANTONE 691U,,#F1D3D5,87.04,10.75,2.86,hex
PANTONE 692C,,#E2C1C8,81.01,12.83,0.85,hex
PANTONE 692U,,#E9C0C5,81.32,15.37,3.00,hex
PANTONE 693C,,#D9A7B1,73.26,19.87,1.97,hex
PANTONE 693U,,#DAA5AD,72.78,20.70,3.49,hex
PANTONE 694C,,#CA909C,65.68,23.68,2.45,hex
PANTONE 694U,,#C38D96,64.04,21.82,3.38,hex
PANTONE 695C,,#B06876,52.33,30.56,4.69,hex
PANTONE 695U,,#AC7680,55.37,22.63,3.13,hex
PANTONE 696C,,#944554,39.91,34.77,7.04,hex
PANTONE 696U,,#98656C,48.34,21.58,4.51,hex
PANTONE 697C,,#81333D,32.64,34.59,11.05,hex
PANTONE 697U,,#87565B,42.10,21.03,5.58,hex
PANTONE 698C,,#EDCFD7,85.77,11.78,-0.09,hex
PANTONE 698U,,#FAD7DA,88.92,12.62,3.04,hex
PANTONE 699C,,#F0C2CD,82.66,18.07,0.73,hex
PANTONE 699U,,#FCC2CC,83.78,22.17,3.03,hex
PANTONE 700C,,#ECA9B9,75.89,26.87,1.65,hex
PANTONE 700U,,#F8AAB6,77.33,30.24,5.54,hex
PANTONE 701C,,#E58DA2,68.26,36.00,3.20,hex
PANTONE 701U,,#E98F9D,69.04,35.74,7.20,hex
PANTONE 702C,,#D5647C,56.80,46.75,8.23,hex
PANTONE 702U,,#D87987,61.68,38.41,8.85,hex
PANTONE 703C,,#BA394E,44.12,52.86,17.58,hex
PANTONE 703U,,#B45A65,49.44,37.54,10.78,hex
PANTONE 704C,,#A22630,36.52,50.42,25.56,hex
PANTONE 704U,,#A24F56,44.16,34.98,12.08,hex
PANTONE 705C,,#F2D6DE,88.09,11.01,-0.37,hex
PANTONE 705U,,#FFDDE2,90.99,12.53,1.90,hex
PANTONE 706C,,#F5C7D4,84.49,18.30,-0.28,hex
PANTONE 706U,,#FFCAD4,86.13,20.24,2.23,hex
PANTONE 707C,,#F5B0C1,78.65,27.55,1.41,hex
PANTONE 707U,,#FFB0BF,79.66,30.83,4.10,hex
PANTONE 708C,,#F590A6,70.95,40.64,5.11,hex
PANTONE 708U,,#FE99A8,73.99,39.45,8.50,hex
PANTONE 709C,,#EF6782,61.37,54.71,11.75,hex
PANTONE 709U,,#F47C8A,66.13,47.21,13.96,hex
PANTONE 710C,,#E54661,53.93,62.56,20.58,hex
PANTONE 710U,,#E4636F,58.57,51.15,18.62,hex
PANTONE 711C,,#D32939,46.62,64.33,34.44,hex
PANTONE 711U,,#CE5055,51.29,50.26,23.49,hex
PANTONE 712C,,#FACDAE,85.53,11.53,21.42,hex
PANTONE 712U,,#FFCA9D,84.97,12.98,29.64,hex
PANTONE 713C,,#FBC399,82.83,14.64,28.80,hex
PANTONE 713U,,#FFC190,82.60,16.29,33.27,hex
PANTONE 714C,,#FDB179,78.29,21.73,39.60,hex
PANTONE 714U,,#FFB07B,78.31,23.21,38.64,hex
PANTONE 715C,,#F9964A,71.18,31.08,54.49,hex
PANTONE 715U,,#F99963,72.11,31.00,43.21,hex
PANTONE 716C,,#F17C0E,64.28,39.46,69.17,hex
PANTONE 716U,,#EA8651,65.86,33.79,44.58,hex
PANTONE 717C,,#DE6100,56.17,45.25,65.14,hex
PANTONE 717U,,#D77540,59.47,34.13,45.31,hex
PANTONE 718C,,#CF5200,51.04,46.68,61.02,hex
PANTONE 718U,,#C76C3D,55.29,32.26,41.56,hex
PANTONE 719C,,#EFCFB8,85.22,7.72,15.57,hex
PANTONE 719U,,#F2C6A2,82.85,10.65,23.94,hex
PANTONE 720C,,#ECC3A5,81.61,10.32,20.56,hex
PANTONE 720U,,#ECBA93,79.08,12.87,26.66,hex
PANTONE 721C,,#E5AE86,75.24,15.04,28.31,hex
PANTONE 721U,,#DFA880,73.06,15.21,28.51,hex
PANTONE 722C,,#D58F59,65.37,21.03,39.22,hex
PANTONE 722U,,#CA916C,64.88,17.10,28.14,hex
PANTONE 723C,,#C0722F,55.53,25.43,48.40,hex
PANTONE 723U,,#B9825F,59.07,17.05,27.37,hex
PANTONE 724C,,#9A4B00,41.06,29.21,50.83,hex
PANTONE 724U,,#A57350,52.78,15.57,27.17,hex
PANTONE 725C,,#843B00,34.06,28.50,44.88,hex
PANTONE 725U,,#946747,47.56,14.22,25.21,hex
PANTONE 726C,,#E8CEBB,84.43,6.10,12.77,hex
PANTONE 726U,,#E8C6A9,82.06,7.75,19.01,hex
PANTONE 727C,,#E1BEA4,79.34,8.64,17.79,hex
PANTONE 727U,,#DCB596,76.36,9.66,21.10,hex
PANTONE 728C,,#D5AA88,72.68,11.07,23.52,hex
PANTONE 728U,,#CAA182,69.23,10.84,21.91,hex
PANTONE 729C,,#C38E63,63.22,14.97,30.75,hex
PANTONE 729U,,#BB9275,63.68,11.44,21.29,hex
PANTONE 730C,,#AC703D,52.62,18.73,37.57,hex
PANTONE 730U,,#A57E62,55.89,11.26,21.07,hex
PANTONE 731C,,#793F0D,33.24,21.69,38.67,hex
PANTONE 731U,,#957156,50.54,10.49,20.48,hex
PANTONE 732C,,#64300A,26.29,20.78,32.64,hex
PANTONE 732U,,#88674D,46.27,9.62,19.78,hex
PANTONE 7401C,,#F5E1A4,89.83,-1.90,32.38,hex
PANTONE 7401U,,#FEE5A5,91.61,-0.39,34.37,hex
PANTONE 7402C,,#ECD898,86.61,-2.18,34.10,hex
PANTONE 7402U,,#F3DA9A,87.74,-0.27,34.68,hex
PANTONE 7403C,,#EED484,85.47,-1.49,42.77,hex
PANTONE 7403U,,#F4CF81,84.71,3.19,43.43,hex
PANTONE 7404C,,#F4DA40,86.87,-6.76,74.13,hex
PANTONE 7404U,,#FDCF41,84.94,2.64,72.24,hex
PANTONE 7405C,,#F2CD00,83.20,-2.39,83.94,hex
PANTONE 7405U,,#E6B10E,75.02,7.07,76.09,hex
PANTONE 7406C,,#F1C400,80.84,1.80,82.23,hex
PANTONE 7406U,,#F1B828,77.96,8.62,73.51,hex
PANTONE 7407C,,#CBA052,68.35,7.09,46.04,hex
PANTONE 7407U,,#CCA36E,69.58,8.33,33.21,hex
PANTONE 7408C,,#F6BE00,79.85,7.05,81.78,hex
PANTONE 7408U,,#EE9D26,71.17,21.53,68.26,hex
PANTONE 7409C,,#F0B323,76.61,10.69,73.68,hex
PANTONE 7409U,,#F7AD50,76.22,18.53,57.10,hex
PANTONE 7410C,,#FEAD77,77.46,24.05,39.61,hex
PANTONE 7410U,,#FFA06E,74.53,30.52,40.64,hex
PANTONE 7411C,,#E6A65D,72.82,16.02,46.56,hex
PANTONE 7411U,,#E9A16F,72.21,21.33,36.65,hex
PANTONE 7412C,,#D38235,61.72,25.06,52.74,hex
PANTONE 7412U,,#D08C60,64.17,21.16,33.89,hex
PANTONE 7413C,,#DC8633,63.76,26.60,56.01,hex
PANTONE 7413U,,#DE8958,65.07,27.86,39.63,hex
PANTONE 7414C,,#C16C18,54.17,28.35,56.28,hex
PANTONE 7414U,,#C07F53,58.99,20.55,34.02,hex
PANTONE 7415C,,#E6BAA8,78.91,13.20,15.11,hex
PANTONE 7415U,,#EBB5A5,78.13,17.34,15.70,hex
PANTONE 7416C,,#E56A54,59.54,46.19,35.26,hex
PANTONE 7416U,,#EA746A,62.53,44.69,26.93,hex
PANTONE 7417C,,#E04E39,53.60,55.67,42.90,hex
PANTONE 7417U,,#E76B61,60.22,47.31,28.92,hex
PANTONE 7418C,,#CD545B,51.93,48.54,20.75,hex
PANTONE 7418U,,#BF6366,52.91,37.05,15.24,hex
PANTONE 7419C,,#B04A5A,45.45,43.04,11.77,hex
PANTONE 7419U,,#A6626B,49.38,28.62,6.83,hex
PANTONE 7420C,,#9B2242,35.02,50.74,11.85,hex
PANTONE 7420U,,#A45768,46.59,33.52,4.60,hex
PANTONE 7421C,,#651D32,23.26,34.01,4.53,hex
PANTONE 7421U,,#7D4E5B,38.84,21.71,0.71,hex
PANTONE 7422C,,#F4CDD4,85.83,14.79,1.66,hex
PANTONE 7422U,,#FDD4DA,88.46,15.24,2.41,hex
PANTONE 7423C,,#E06287,58.35,52.58,4.24,hex
PANTONE 7423U,,#E2758F,62.40,44.95,5.48,hex
PANTONE 7424C,,#E24585,54.16,65.06,-0.63,hex
PANTONE 7424U,,#D9577D,55.13,54.27,5.33,hex
PANTONE 7425C,,#B52555,40.91,58.70,8.65,hex
PANTONE 7425U,,#BB5A73,50.82,41.64,4.50,hex
PANTONE 7426C,,#A4123F,35.37,57.06,14.58,hex
PANTONE 7426U,,#B1556A,48.12,39.59,5.83,hex
PANTONE 7427C,,#971B2F,33.07,50.44,21.44,hex
PANTONE 7427U,,#A5525C,45.37,35.16,10.18,hex
PANTONE 7428C,,#6A2C3E,27.34,29.69,2.36,hex
PANTONE 7428U,,#805C67,43.10,16.53,-0.43,hex
PANTONE 7429C,,#E2BCCB,79.87,15.99,-2.43,hex
PANTONE 7429U,,#EECCD9,85.19,14.04,-2.00,hex
PANTONE 7430C,,#DCA9BF,74.42,22.09,-3.99,hex
PANTONE 7430U,,#E6B5C9,78.51,20.81,-3.30,hex
PANTONE 7431C,,#C9809E,61.94,32.35,-4.17,hex
PANTONE 7431U,,#DCA2B9,72.60,24.91,-3.36,hex
PANTONE 7432C,,#B55C80,50.73,40.15,-3.50,hex
PANTONE 7432U,,#C5819A,61.57,29.76,-2.48,hex
PANTONE 7433C,,#A73A64,41.48,48.42,-0.29,hex
PANTONE 7433U,,#B96F89,55.57,32.71,-1.63,hex
PANTONE 7434C,,#9B3259,37.79,46.84,1.01,hex
PANTONE 7434U,,#A8677D,51.28,29.09,-1.12,hex
PANTONE 7435C,,#872651,32.11,44.66,-2.60,hex
PANTONE 7435U,,#8C566B,43.20,25.41,-2.55,hex
PANTONE 7436C,,#EEDAEA,89.05,9.62,-5.32,hex
PANTONE 7436U,,#F3D5ED,88.33,14.46,-7.91,hex
PANTONE 7437C,,#CCAED0,74.61,16.84,-13.16,hex
PANTONE 7437U,,#D4B6D6,77.47,16.34,-12.08,hex
